OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,MonitoringLocationIdentifier,ResultIdentifier,DataLoggerLine,ResultDetectionConditionText,MethodSpecificationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,PrecisionValue,DataQuality/BiasValue,ConfidenceIntervalValue,UpperConfidenceLimitValue,LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,ResultSamplingPointName,BiologicalIntentName,BiologicalIndividualIdentifier,SubjectTaxonomicName,UnidentifiedSpeciesIdentifier,SampleTissueAnatomyName,GroupSummaryCountWeight/MeasureValue,GroupSummaryCountWeight/MeasureUnitCode,CellFormName,CellShapeName,HabitName,VoltismName,TaxonomicPollutionTolerance,TaxonomicPollutionToleranceScaleText,TrophicLevelName,FunctionalFeedingGroupName,TaxonomicDetailsCitation/ResourceTitleName,TaxonomicDetailsCitation/ResourceCreatorName,TaxonomicDetailsCitation/ResourceSubjectText,TaxonomicDetailsCitation/ResourcePublisherName,TaxonomicDetailsCitation/ResourceDate,TaxonomicDetailsCitation/ResourceIdentifier,FrequencyClassInformationUrl,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodUrl,ResultAnalyticalMethod/MethodQualifierTypeName,MethodDescriptionText,LaboratoryName,AnalysisStartDate,AnalysisStartTime/Time,AnalysisStartTime/TimeZoneCode,AnalysisEndDate,AnalysisEndTime/Time,AnalysisEndTime/TimeZoneCode,ResultLaboratoryCommentCode,ResultLaboratoryCommentText,ResultDetectionQuantitationLimitUrl,LaboratoryAccreditationIndicator,LaboratoryAccreditationAuthorityName,TaxonomistAccreditationIndicator,TaxonomistAccreditationAuthorityName,LabSamplePreparationUrl,ProviderName
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01501790,6/10/2015,10:00:00,EDT,USGS-311032083351401,NWIS-101376970,,Not Detected,,Tramadol,Dissolved,,,,Accepted,,Actual,,,,,,,,,,,67517,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM56,USGS,"Pharma, wf, LC/MS/MS (Sch 2440)",,,,"USGS-National Water Quality Lab, Denver, CO",6/26/2015,,,,,,,,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01501790,6/10/2015,10:00:00,EDT,USGS-311032083351401,NWIS-101376990,,Not Detected,,Pronamide,Dissolved,,,,Accepted,,Actual,,,,,,,,,,Instrument sensitivity has changed requiring the non-detect value be raised to the lowest enabled calibration standard,67706,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM60,USGS,"Pesticides, wf, dir inj LC/MS/MS",,,USGS TMR 5-B11,"USGS-National Water Quality Lab, Denver, CO",6/26/2015,,,,,,,see result comment,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01501790,6/10/2015,10:00:00,EDT,USGS-311032083351401,NWIS-101376996,,Not Detected,,Glyburide,Dissolved,,,,Accepted,,Actual,,,,,,,,,,,68002,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM56,USGS,"Pharma, wf, LC/MS/MS (Sch 2440)",,,,"USGS-National Water Quality Lab, Denver, CO",6/26/2015,,,,,,,,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01501790,6/10/2015,10:00:00,EDT,USGS-311032083351401,NWIS-101377011,,Not Detected,,Azinphos-methyl oxygen analog,Dissolved,,,,Accepted,,Actual,,,,,,,,,,,68211,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM60,USGS,"Pesticides, wf, dir inj LC/MS/MS",,,USGS TMR 5-B11,"USGS-National Water Quality Lab, Denver, CO",6/26/2015,,,,,,,,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01501790,6/10/2015,10:00:00,EDT,USGS-311032083351401,NWIS-101377026,,Not Detected,,"Benzamide, 2-amino-N-(1-methylethyl)-",Dissolved,,,,Accepted,,Actual,,,,,,,,,,Instrument sensitivity has changed requiring the non-detect value be raised to the lowest enabled calibration standard,68503,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM60,USGS,"Pesticides, wf, dir inj LC/MS/MS",,,USGS TMR 5-B11,"USGS-National Water Quality Lab, Denver, CO",6/26/2015,,,,,,,see result comment,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01501790,6/10/2015,10:00:00,EDT,USGS-311032083351401,NWIS-101377029,,Not Detected,,4-(Hydroxymethyl) pendimethalin,Dissolved,,,,Accepted,,Actual,,,,,,,,,,,68511,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM60,USGS,"Pesticides, wf, dir inj LC/MS/MS",,,USGS TMR 5-B11,"USGS-National Water Quality Lab, Denver, CO",6/27/2015,,,,,,,,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01501790,6/10/2015,10:00:00,EDT,USGS-311032083351401,NWIS-101377051,,Not Detected,,"2-Chloro-4,6-diamino-s-triazine",Dissolved,,,,Accepted,,Actual,,,,,,,,,,,68547,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM60,USGS,"Pesticides, wf, dir inj LC/MS/MS",,,USGS TMR 5-B11,"USGS-National Water Quality Lab, Denver, CO",6/26/2015,,,,,,,,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01501790,6/10/2015,10:00:00,EDT,USGS-311032083351401,NWIS-101377088,,Not Detected,,O-Ethyl O-methyl S-propyl phosphorothioate,Dissolved,,,,Accepted,,Actual,,,,,,,,,,,68597,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM60,USGS,"Pesticides, wf, dir inj LC/MS/MS",,,USGS TMR 5-B11,"USGS-National Water Quality Lab, Denver, CO",6/26/2015,,,,,,,,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01501790,6/10/2015,10:00:00,EDT,USGS-311032083351401,NWIS-101377126,,Not Detected,,Metochlor ESA,Dissolved,,,,Accepted,,Actual,,,,,,,,,,,68651,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM60,USGS,"Pesticides, wf, dir inj LC/MS/MS",,,USGS TMR 5-B11,"USGS-National Water Quality Lab, Denver, CO",6/27/2015,,,,,,,,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01501790,6/10/2015,10:00:00,EDT,USGS-311032083351401,NWIS-101377183,,Not Detected,,2-Propen-1-ol,Total,,,,Accepted,,Actual,,,,,,,,,,Data reload to update DQI codes per NWQL Rapi-Note 16-28,68729,,,,,,,,,,,,,,,,,,,,,,,,,,,GM016,USGS,"VOCs, wu, HP&T GC/MS SIM (NWQL)",,,,"USGS-National Water Quality Lab, Denver, CO",6/16/2015,,,,,,,see result comment,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01501790,6/10/2015,10:00:00,EDT,USGS-311032083351401,NWIS-101377217,,Not Detected,,Bromochloromethane,Recoverable,,,,Accepted,,Actual,,,,,,,,,,"Report level code updated Oct., Nov. 2015. Reference: NWQL TM 2015.02 (RLC: IRL => RLDQC)",77297,,,,,,,,,,,,,,,,,,,,,,,,,,,GCM66,USGS,"VOC, wu, acidified, GCMS",,,USGS OF 97-829,"USGS-National Water Quality Lab, Denver, CO",6/12/2015,,,,,,,,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01501790,6/10/2015,10:00:00,EDT,USGS-311032083351401,NWIS-101377275,,,,Diazinon-D10,Dissolved,102,%,,Accepted,,Actual,,,,,,,,,,,90523,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM60,USGS,"Pesticides, wf, dir inj LC/MS/MS",,,USGS TMR 5-B11,"USGS-National Water Quality Lab, Denver, CO",6/26/2015,,,,,,,,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01500930,2/27/2015,13:00:00,EST,USGS-02335870,NWIS-100327614,,,,Fipronil Desulfinyl,Dissolved,1.52,ng/l,,Accepted,,Actual,,,,,,,,,,,66607,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM60,USGS,"Pesticides, wf, dir inj LC/MS/MS",,,USGS TMR 5-B11,"USGS-National Water Quality Lab, Denver, CO",3/10/2015,,,,,,,below the detection level,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01500930,2/27/2015,13:00:00,EST,USGS-02335870,NWIS-100327615,,,,Fipronil Sulfide,Dissolved,1.86,ng/l,,Accepted,,Actual,,,,,,,,,,,66610,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM60,USGS,"Pesticides, wf, dir inj LC/MS/MS",,,USGS TMR 5-B11,"USGS-National Water Quality Lab, Denver, CO",3/10/2015,,,,,,,below the detection level,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01500930,2/27/2015,13:00:00,EST,USGS-02335870,NWIS-100327624,,Not Detected,,Tetraconazole,Dissolved,,,,Accepted,,Actual,,,,,,,,,,,66654,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM60,USGS,"Pesticides, wf, dir inj LC/MS/MS",,,USGS TMR 5-B11,"USGS-National Water Quality Lab, Denver, CO",3/11/2015,,,,,,,,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01500930,2/27/2015,13:00:00,EST,USGS-02335870,NWIS-100327631,,Not Detected,,Pronamide,Dissolved,,,,Accepted,,Actual,,,,,,,,,,,67706,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM60,USGS,"Pesticides, wf, dir inj LC/MS/MS",,,USGS TMR 5-B11,"USGS-National Water Quality Lab, Denver, CO",3/11/2015,,,,,,,,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01500930,2/27/2015,13:00:00,EST,USGS-02335870,NWIS-100327632,,Not Detected,,Azinphos-methyl oxygen analog,Dissolved,,,,Accepted,,Actual,,,,,,,,,,,68211,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM60,USGS,"Pesticides, wf, dir inj LC/MS/MS",,,USGS TMR 5-B11,"USGS-National Water Quality Lab, Denver, CO",3/11/2015,,,,,,,,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01500930,2/27/2015,13:00:00,EST,USGS-02335870,NWIS-100327644,,Not Detected,,"Benzamide, 2-amino-N-(1-methylethyl)-",Dissolved,,,,Accepted,,Actual,,,,,,,,,,,68503,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM60,USGS,"Pesticides, wf, dir inj LC/MS/MS",,,USGS TMR 5-B11,"USGS-National Water Quality Lab, Denver, CO",3/11/2015,,,,,,,,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01500930,2/27/2015,13:00:00,EST,USGS-02335870,NWIS-100327647,,Not Detected,,4-(Hydroxymethyl) pendimethalin,Dissolved,,,,Accepted,,Actual,,,,,,,,,,,68511,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM60,USGS,"Pesticides, wf, dir inj LC/MS/MS",,,USGS TMR 5-B11,"USGS-National Water Quality Lab, Denver, CO",3/10/2015,,,,,,,,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01500930,2/27/2015,13:00:00,EST,USGS-02335870,NWIS-100327669,,,,"2-Chloro-4,6-diamino-s-triazine",Dissolved,23.6,ng/l,,Accepted,,Actual,,,,,,,,,,,68547,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM60,USGS,"Pesticides, wf, dir inj LC/MS/MS",,,USGS TMR 5-B11,"USGS-National Water Quality Lab, Denver, CO",3/11/2015,,,,,,,below the reporting level but at or above the detection level,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01500930,2/27/2015,13:00:00,EST,USGS-02335870,NWIS-100327707,,Not Detected,,O-Ethyl O-methyl S-propyl phosphorothioate,Dissolved,,,,Accepted,,Actual,,,,,,,,,,,68597,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM60,USGS,"Pesticides, wf, dir inj LC/MS/MS",,,USGS TMR 5-B11,"USGS-National Water Quality Lab, Denver, CO",3/11/2015,,,,,,,,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01500930,2/27/2015,13:00:00,EST,USGS-02335870,NWIS-100327746,,Not Detected,,Metochlor ESA,Dissolved,,,,Accepted,,Actual,,,,,,,,,,,68651,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM60,USGS,"Pesticides, wf, dir inj LC/MS/MS",,,USGS TMR 5-B11,"USGS-National Water Quality Lab, Denver, CO",3/10/2015,,,,,,,,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01500930,2/27/2015,13:00:00,EST,USGS-02335870,NWIS-100327829,,,,Diazinon-D10,Dissolved,115,%,,Accepted,,Actual,,,,,,,,,,,90523,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM60,USGS,"Pesticides, wf, dir inj LC/MS/MS",,,USGS TMR 5-B11,"USGS-National Water Quality Lab, Denver, CO",3/11/2015,,,,,,,,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01501450,5/14/2015,10:00:00,EDT,USGS-313122083110901,NWIS-100944706,,Not Detected,,Tetrachloroethylene,Recoverable,,,,Accepted,,Actual,,,,,,,,,,"Report level code updated Oct., Nov. 2015. Reference: NWQL TM 2015.02 (RLC: IRL => RLDQC)",34475,,,,,,,,,,,,,,,,,,,,,,,,,,,GCM66,USGS,"VOC, wu, acidified, GCMS",,,USGS OF 97-829,"USGS-National Water Quality Lab, Denver, CO",5/21/2015,,,,,,,,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01501450,5/14/2015,10:00:00,EDT,USGS-313122083110901,NWIS-100944708,,Not Detected,,"1,1-Dichloroethene",Recoverable,,,,Accepted,,Actual,,,,,,,,,,"Report level code updated Oct., Nov. 2015. Reference: NWQL TM 2015.02 (RLC: IRL => RLDQC)",34501,,,,,,,,,,,,,,,,,,,,,,,,,,,GCM66,USGS,"VOC, wu, acidified, GCMS",,,USGS OF 97-829,"USGS-National Water Quality Lab, Denver, CO",5/21/2015,,,,,,,,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01501450,5/14/2015,10:00:00,EDT,USGS-313122083110901,NWIS-100944713,,Not Detected,,"trans-1,2-Dichloroethylene",Recoverable,,,,Accepted,,Actual,,,,,,,,,,"Report level code updated Oct., Nov. 2015. Reference: NWQL TM 2015.02 (RLC: IRL => RLDQC)",34546,,,,,,,,,,,,,,,,,,,,,,,,,,,GCM66,USGS,"VOC, wu, acidified, GCMS",,,USGS OF 97-829,"USGS-National Water Quality Lab, Denver, CO",5/21/2015,,,,,,,,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01501450,5/14/2015,10:00:00,EDT,USGS-313122083110901,NWIS-100944720,,Not Detected,,Trichloroethylene,Recoverable,,,,Accepted,,Actual,,,,,,,,,,"Report level code updated Oct., Nov. 2015. Reference: NWQL TM 2015.02 (RLC: IRL => RLDQC)",39180,,,,,,,,,,,,,,,,,,,,,,,,,,,GCM66,USGS,"VOC, wu, acidified, GCMS",,,USGS OF 97-829,"USGS-National Water Quality Lab, Denver, CO",5/21/2015,,,,,,,,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01501450,5/14/2015,10:00:00,EDT,USGS-313122083110901,NWIS-100944722,,Not Detected,,HCFC-22,Recoverable,,,,Accepted,,Actual,,,,,,,,,,Data reload to update DQI codes per NWQL Rapi-Note 16-28,45028,,,,,,,,,,,,,,,,,,,,,,,,,,,GCM66,USGS,"VOC, wu, acidified, GCMS",,,USGS OF 97-829,"USGS-National Water Quality Lab, Denver, CO",5/21/2015,,,,,,,see result comment,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01501450,5/14/2015,10:00:00,EDT,USGS-313122083110901,NWIS-100944723,,Not Detected,,HFC-152a,Recoverable,,,,Accepted,,Actual,,,,,,,,,,Data reload to update DQI codes per NWQL Rapi-Note 16-28,49538,,,,,,,,,,,,,,,,,,,,,,,,,,,GCM66,USGS,"VOC, wu, acidified, GCMS",,,USGS OF 97-829,"USGS-National Water Quality Lab, Denver, CO",5/21/2015,,,,,,,see result comment,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01501450,5/14/2015,10:00:00,EDT,USGS-313122083110901,NWIS-100944725,,Not Detected,,CFC-114,Total,,,,Accepted,,Actual,,,,,,,,,,Data reload to update DQI codes per NWQL Rapi-Note 16-28,50985,,,,,,,,,,,,,,,,,,,,,,,,,,,GCM66,USGS,"VOC, wu, acidified, GCMS",,,USGS OF 97-829,"USGS-National Water Quality Lab, Denver, CO",5/21/2015,,,,,,,see result comment,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01501450,5/14/2015,10:00:00,EDT,USGS-313122083110901,NWIS-100944764,,Not Detected,,Fipronil Desulfinyl,Dissolved,,,,Accepted,,Actual,,,,,,,,,,,66607,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM60,USGS,"Pesticides, wf, dir inj LC/MS/MS",,,USGS TMR 5-B11,"USGS-National Water Quality Lab, Denver, CO",5/22/2015,,,,,,,,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01501450,5/14/2015,10:00:00,EDT,USGS-313122083110901,NWIS-100944765,,Not Detected,,Fipronil Sulfide,Dissolved,,,,Accepted,,Actual,,,,,,,,,,,66610,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM60,USGS,"Pesticides, wf, dir inj LC/MS/MS",,,USGS TMR 5-B11,"USGS-National Water Quality Lab, Denver, CO",5/22/2015,,,,,,,,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01501450,5/14/2015,10:00:00,EDT,USGS-313122083110901,NWIS-100944774,,Not Detected,,Tetraconazole,Dissolved,,,,Accepted,,Actual,,,,,,,,,,,66654,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM60,USGS,"Pesticides, wf, dir inj LC/MS/MS",,,USGS TMR 5-B11,"USGS-National Water Quality Lab, Denver, CO",5/23/2015,,,,,,,,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01501450,5/14/2015,10:00:00,EDT,USGS-313122083110901,NWIS-100944781,,Not Detected,,Pronamide,Dissolved,,,,Accepted,,Actual,,,,,,,,,,,67706,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM60,USGS,"Pesticides, wf, dir inj LC/MS/MS",,,USGS TMR 5-B11,"USGS-National Water Quality Lab, Denver, CO",5/23/2015,,,,,,,,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01501450,5/14/2015,10:00:00,EDT,USGS-313122083110901,NWIS-100944783,,Not Detected,,Azinphos-methyl oxygen analog,Dissolved,,,,Accepted,,Actual,,,,,,,,,,,68211,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM60,USGS,"Pesticides, wf, dir inj LC/MS/MS",,,USGS TMR 5-B11,"USGS-National Water Quality Lab, Denver, CO",5/23/2015,,,,,,,,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01501450,5/14/2015,10:00:00,EDT,USGS-313122083110901,NWIS-100944795,,Not Detected,,"Benzamide, 2-amino-N-(1-methylethyl)-",Dissolved,,,,Accepted,,Actual,,,,,,,,,,,68503,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM60,USGS,"Pesticides, wf, dir inj LC/MS/MS",,,USGS TMR 5-B11,"USGS-National Water Quality Lab, Denver, CO",5/23/2015,,,,,,,,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01501450,5/14/2015,10:00:00,EDT,USGS-313122083110901,NWIS-100944798,,Not Detected,,4-(Hydroxymethyl) pendimethalin,Dissolved,,,,Accepted,,Actual,,,,,,,,,,,68511,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM60,USGS,"Pesticides, wf, dir inj LC/MS/MS",,,USGS TMR 5-B11,"USGS-National Water Quality Lab, Denver, CO",5/22/2015,,,,,,,,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01501450,5/14/2015,10:00:00,EDT,USGS-313122083110901,NWIS-100944820,,Not Detected,,"2-Chloro-4,6-diamino-s-triazine",Dissolved,,,,Accepted,,Actual,,,,,,,,,,Instrument sensitivity has changed requiring the non-detect value be raised to the lowest enabled calibration standard,68547,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM60,USGS,"Pesticides, wf, dir inj LC/MS/MS",,,USGS TMR 5-B11,"USGS-National Water Quality Lab, Denver, CO",5/23/2015,,,,,,,see result comment,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01501450,5/14/2015,10:00:00,EDT,USGS-313122083110901,NWIS-100944858,,Not Detected,,O-Ethyl O-methyl S-propyl phosphorothioate,Dissolved,,,,Accepted,,Actual,,,,,,,,,,,68597,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM60,USGS,"Pesticides, wf, dir inj LC/MS/MS",,,USGS TMR 5-B11,"USGS-National Water Quality Lab, Denver, CO",5/23/2015,,,,,,,,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01501450,5/14/2015,10:00:00,EDT,USGS-313122083110901,NWIS-100944896,,Not Detected,,Metochlor ESA,Dissolved,,,,Accepted,,Actual,,,,,,,,,,,68651,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM60,USGS,"Pesticides, wf, dir inj LC/MS/MS",,,USGS TMR 5-B11,"USGS-National Water Quality Lab, Denver, CO",5/22/2015,,,,,,,,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01501450,5/14/2015,10:00:00,EDT,USGS-313122083110901,NWIS-100945023,,,,Diazinon-D10,Dissolved,99.1,%,,Accepted,,Actual,,,,,,,,,,,90523,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM60,USGS,"Pesticides, wf, dir inj LC/MS/MS",,,USGS TMR 5-B11,"USGS-National Water Quality Lab, Denver, CO",5/23/2015,,,,,,,,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01501450,5/14/2015,10:00:00,EDT,USGS-313122083110901,NWIS-100944954,,Not Detected,,2-Propen-1-ol,Total,,,,Accepted,,Actual,,,,,,,,,,Data reload to update DQI codes per NWQL Rapi-Note 16-28,68729,,,,,,,,,,,,,,,,,,,,,,,,,,,GM016,USGS,"VOCs, wu, HP&T GC/MS SIM (NWQL)",,,,"USGS-National Water Quality Lab, Denver, CO",5/21/2015,,,,,,,see result comment,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01501450,5/14/2015,10:00:00,EDT,USGS-313122083110901,NWIS-100944990,,Not Detected,,Bromochloromethane,Recoverable,,,,Accepted,,Actual,,,,,,,,,,"Report level code updated Oct., Nov. 2015. Reference: NWQL TM 2015.02 (RLC: IRL => RLDQC)",77297,,,,,,,,,,,,,,,,,,,,,,,,,,,GCM66,USGS,"VOC, wu, acidified, GCMS",,,USGS OF 97-829,"USGS-National Water Quality Lab, Denver, CO",5/21/2015,,,,,,,,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01501011,3/12/2015,9:30:00,EDT,USGS-02338000,NWIS-100397558,,Not Detected,,Fipronil Desulfinyl,Dissolved,,,,Accepted,,Actual,,,,,,,,,,,66607,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM60,USGS,"Pesticides, wf, dir inj LC/MS/MS",,,USGS TMR 5-B11,"USGS-National Water Quality Lab, Denver, CO",3/19/2015,,,,,,,,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01501011,3/12/2015,9:30:00,EDT,USGS-02338000,NWIS-100397559,,,,Fipronil Sulfide,Dissolved,1.45,ng/l,,Accepted,,Actual,,,,,,,,,,,66610,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM60,USGS,"Pesticides, wf, dir inj LC/MS/MS",,,USGS TMR 5-B11,"USGS-National Water Quality Lab, Denver, CO",3/19/2015,,,,,,,below the detection level,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01501011,3/12/2015,9:30:00,EDT,USGS-02338000,NWIS-100397568,,Not Detected,,Tetraconazole,Dissolved,,,,Accepted,,Actual,,,,,,,,,,,66654,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM60,USGS,"Pesticides, wf, dir inj LC/MS/MS",,,USGS TMR 5-B11,"USGS-National Water Quality Lab, Denver, CO",3/19/2015,,,,,,,,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01501011,3/12/2015,9:30:00,EDT,USGS-02338000,NWIS-100397575,,Not Detected,,Pronamide,Dissolved,,,,Accepted,,Actual,,,,,,,,,,,67706,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM60,USGS,"Pesticides, wf, dir inj LC/MS/MS",,,USGS TMR 5-B11,"USGS-National Water Quality Lab, Denver, CO",3/19/2015,,,,,,,,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01501011,3/12/2015,9:30:00,EDT,USGS-02338000,NWIS-100397576,,Not Detected,,Azinphos-methyl oxygen analog,Dissolved,,,,Accepted,,Actual,,,,,,,,,,,68211,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM60,USGS,"Pesticides, wf, dir inj LC/MS/MS",,,USGS TMR 5-B11,"USGS-National Water Quality Lab, Denver, CO",3/19/2015,,,,,,,,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01501011,3/12/2015,9:30:00,EDT,USGS-02338000,NWIS-100397588,,Not Detected,,"Benzamide, 2-amino-N-(1-methylethyl)-",Dissolved,,,,Accepted,,Actual,,,,,,,,,,,68503,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM60,USGS,"Pesticides, wf, dir inj LC/MS/MS",,,USGS TMR 5-B11,"USGS-National Water Quality Lab, Denver, CO",3/19/2015,,,,,,,,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01501011,3/12/2015,9:30:00,EDT,USGS-02338000,NWIS-100397591,,Not Detected,,4-(Hydroxymethyl) pendimethalin,Dissolved,,,,Accepted,,Actual,,,,,,,,,,,68511,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM60,USGS,"Pesticides, wf, dir inj LC/MS/MS",,,USGS TMR 5-B11,"USGS-National Water Quality Lab, Denver, CO",3/19/2015,,,,,,,,,,,,,,NWIS
USGS-GA,USGS Georgia Water Science Center,nwisga.01.01501011,3/12/2015,9:30:00,EDT,USGS-02338000,NWIS-100397613,,,,"2-Chloro-4,6-diamino-s-triazine",Dissolved,21.8,ng/l,,Accepted,,Actual,,,,,,,,,,,68547,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM60,USGS,"Pesticides, wf, dir inj LC/MS/MS",,,USGS TMR 5-B11,"USGS-National Water Quality Lab, Denver, CO",3/19/2015,,,,,,,below the reporting level but at or above the detection level,,,,,,,NWIS
