PWS ID,PWS Name,PWS Type,Primary Source,Counties Served,Cities Served,PopulationServed Count,Number of Facilities,Number of Violations,Number of Site Visits
GA0790007,CAMP ECHECONNEE,Transient non-community system,Ground water,Crawford,,234,4,11,4
GA1270167,CAMP GLYNN,Transient non-community system,Ground water,Glynn,BRUNSWICK,150,3,8,3
GA2270008,CAMP GRANDVIEW,Transient non-community system,Ground water,Pickens,,350,7,22,5
GA1230085,CAMP HIGHLAND,Transient non-community system,Ground water,Gilmer,,25,3,2,3
GA1390134,CAMP HOPE,Transient non-community system,Ground water,Hall,DAHLONEGA,181,4,0,2
GA1930009,CAMP JOHN HOPE,Transient non-community system,Ground water,Macon,,50,4,10,6
GA0550015,CAMP JULIETTE LOW,Transient non-community system,Ground water,Chattooga,CLOUDLAND,162,9,4,2
GA2070053,CAMP KALEO,Transient non-community system,Ground water,Monroe,FORSYTH,423,4,9,3
GA1950051,CAMP KIWANIS,Transient non-community system,Ground water,Madison,DANIELSVILLE,137,3,4,4
GA2410023,CAMP RAINEY MOUNTAIN,Transient non-community system,Ground water,Rabun,CLAYTON,800,5,7,3
GA2410025,CAMP RAMAH DAROM,Transient non-community system,Ground water,Rabun,CLAYTON,225,5,11,3
GA1150014,CAMP SIDNEY DEW,Transient non-community system,Ground water,Floyd,ARMUCHEE,80,2,10,3
GA2930051,CAMP THUNDER-LAWHORN BSA,Transient non-community system,Ground water,Upson,,38,5,31,4
GA2110051,CAMP TWIN LAKES,Transient non-community system,Ground water,Morgan,RUTLEDGE,300,5,4,4
GA0190006,CAMP TYGART,Transient non-community system,Ground water,Berrien,,200,4,5,3
GA1070035,CANOOCHEE CATFISH RESTAURANT,Transient non-community system,Ground water,Emanuel,TWIN CITY,"1,000",2,4,4
GA1450043,"CARRAGE & HORSES, INC.",Transient non-community system,Ground water,Harris,,52,3,4,4
GA0750046,CARTER'S CATFISH HOUSE,Transient non-community system,Ground water,Cook,,290,3,1,2
GA1230061,CASHES VALLEY,Transient non-community system,Ground water,Gilmer,,81,2,2,0
GA1110061,CASHES VALLEY #2,Transient non-community system,Ground water,Fannin,BLUE RIDGE,29,2,3,0
GA2790036,"CEDAR CROSSING FAST FOODS, INC",Transient non-community system,Ground water,Toombs,,75,3,20,4
GA2710024,CEDAR LANE SUPPER CLUB,Transient non-community system,Ground water,Telfair,,125,3,3,4
GA2410100,CHALET VILLAGE,Transient non-community system,Ground water,Rabun,DILLARD,50,4,35,5
GA0510277,CHATHAM COUNTY - TOM TRIPLETT PARK,Transient non-community system,Ground water,Chatham,,250,3,2,3
GA2850132,CHATTAHOOCHEE SCOUT RESV.AU-14,Transient non-community system,Ground water,Troup,,9,7,9,4
GA3110076,CHEROKEE CAMPGROUND,Transient non-community system,Ground water,White,SAUTEE,130,3,4,3
GA0570048,CHEROKEE OUTDOOR YMCA,Transient non-community system,Ground water,Cherokee,WOODSTOCK,400,5,21,5
GA1230055,CHERRY LOG MOUNTAIN I,Transient non-community system,Ground water,Gilmer,,128,3,6,1
GA2910061,"CHOESTOE FALLS RV PARK HW ASSOC, INC",Transient non-community system,Ground water,Union,,150,2,1,2
GA2910045,CHOESTOE VALLEY RV PARK,Transient non-community system,Ground water,Union,,100,2,8,4
GA2830013,CHRISTIAN FAMILY CENTER,Transient non-community system,Ground water,Treutlen,,93,3,2,2
GA0390004,CINS-NIGHTINGALE,Transient non-community system,Ground water,Camden,SAINT MARYS,26,7,6,4
GA0750037,CIRCLESTONE COUNTRY CLUB,Transient non-community system,Ground water,Cook,ADEL,37,3,17,4
GA1110047,COHUTTA FARMS I WATER SYSTEM,Transient non-community system,Ground water,Fannin,BLUE RIDGE,26,2,29,5
GA1110046,COHUTTA FARMS III POA,Transient non-community system,Ground water,Fannin,BLUE RIDGE,73,8,14,5
GA1110072,COHUTTA FARMS IV,Transient non-community system,Ground water,Fannin,,34,8,9,4
GA1070027,COLEMAN LAKE CAMPGROUND,Transient non-community system,Ground water,Emanuel,,28,3,29,3
GA0010019,COOPER TRAVEL TRAILER PARK,Transient non-community system,Ground water,Appling,,15,3,5,4
GA0810048,CORDELE RV PARK,Transient non-community system,Ground water,Crisp,CORDELE,42,4,24,8
GA1010007,COTTONWOOD CAMP,Transient non-community system,Ground water,Echols,STATENVILLE,150,3,0,2
GA2110019,COUNTRY BOYS RV PARK,Transient non-community system,Ground water,Morgan,MADISON,131,4,18,4
GA2930027,CRESTSIDE GRILL,Transient non-community system,Ground water,Upson,THOMASTON,150,3,9,4
GA0330068,CROSS ROADS RV PARK WATER SYSTEM,Transient non-community system,Ground water,Burke,WAYNESBORO,30,3,0,2
GA2410088,CUPBOARD CAFE,Transient non-community system,Ground water,Rabun,,600,3,24,4
GA0510273,D HOFFMAN SUBWAY RESTAURANT,Transient non-community system,Ground water,Chatham,SAVANNAH,50,2,2,4
GA2070070,DAMES FERRY CAMPGROUND,Transient non-community system,Ground water,Monroe,JULIETTE,262,3,4,4
GA0810040,DAPHNE LODGE RESTAURANT,Transient non-community system,Ground water,Crisp,CORDELE,100,2,20,6
GA1230083,DIAMOND LURE CAMPGROUND,Transient non-community system,Ground water,Gilmer,,99,3,8,3
GA2410039,DILLARD HOUSE RESTAURANT,Transient non-community system,Surface water purchased,Rabun,DILLARD,200,9,29,4
GA0290089,DIP TRADING CORPORATION AND DIP TWO,Transient non-community system,Ground water,Bryan,,250,4,0,3
GA1390135,DNR - DON CARTER STATE PARK,Transient non-community system,Ground water,Hall,GAINESVILLE,139,5,0,3
GA1810029,DNR - ELIJAH CLARK ST. PARK # 2 & # 3,Transient non-community system,Ground water,Lincoln,LINCOLNTON,133,3,5,4
GA1810030,DNR - ELIJAH CLARK STATE PARK  # 4,Transient non-community system,Ground water,Lincoln,LINCOLNTON,143,3,7,4
GA1810001,DNR - ELIJAH CLARK STATE PARK # 1,Transient non-community system,Ground water,Lincoln,LINCOLNTON,25,3,4,4
GA1950007,DNR - WATSON MILL BRIDGE STATE PARK,Transient non-community system,Ground water,Madison,COMER,78,7,10,4
GA2410005,DNR-BLACK ROCK MTN. STATE PARK,Transient non-community system,Ground water,Rabun,MOUNTAIN CITY,250,11,9,3
GA1910082,DNR-CABRETTA ISLAND PIONEER CAMP,Transient non-community system,Ground water,McIntosh,,25,5,3,5
GA2110052,DNR-CAMP RUTLEDGE,Transient non-community system,Ground water,Morgan,,28,3,5,5
GA1590014,DNR-CHARLIE ELLIOTT WILDLIFE,Transient non-community system,Ground water,Jasper,,25,8,3,4
GA0770137,DNR-CHATTAHOOCHEE BEND STATE PK CAMPGRND,Transient non-community system,Ground water,Coweta,,156,3,4,3
GA0770136,DNR-CHATTAHOOCHEE BEND STATE PK VIST CEN,Transient non-community system,Ground water,Coweta,,25,3,2,3
GA0390003,DNR-CROOKED RIVER STATE PARK,Transient non-community system,Ground water,Camden,,100,5,14,6
GA0910030,DNR-DODGE CO PUBLIC FISHING,Transient non-community system,Ground water,Dodge,EASTMAN,50,4,11,4
GA3110086,DNR-DUKES CREEK/SMITHGALL WOOD,Transient non-community system,Ground water,White,HELEN,25,3,2,3
GA1450032,DNR-FD ROOSEVELT COTTAGE&CAMP,Transient non-community system,Ground water,Harris,PINE MOUNTAIN,129,3,5,5
GA1450042,DNR-FD ROOSEVELT GROUP CAMP SPRING,Transient non-community system,Ground water,Harris,,48,3,6,5
GA1450004,DNR-FD ROOSEVELT STATE PARK,Transient non-community system,Ground water,Harris,PINE MOUNTAIN,55,3,5,5
GA2590007,DNR-FLORENCE MARINA STATE PARK,Transient non-community system,Ground water,Stewart,OMAHA,314,5,5,5
GA2130030,DNR-FORT MOUNTAIN STATE PARK 2,Transient non-community system,Ground water,Murray,CHATSWORTH,25,3,5,2
GA0290003,DNR-FT MCALLISTER HIST PK CAMP,Transient non-community system,Ground water,Bryan,,115,3,7,4
GA0290018,DNR-FT MCALLISTER HIST PK PICN,Transient non-community system,Ground water,Bryan,,40,5,5,4
GA1790015,DNR-FT MORRIS HISTORIC SITE,Transient non-community system,Ground water,Liberty,MIDWAY,25,3,3,4
GA2130038,"DNR-FT MTN ST PK, OLD FT #4 SP",Transient non-community system,Ground water,Murray,CHATSWORTH,25,3,9,2
GA2130037,DNR-FT MTN ST PK-MAIN. AREA,Transient non-community system,Ground water,Murray,CHATSWORTH,25,3,5,2
GA2130002,DNR-FT. MOUNTAIN SP WELL #3,Transient non-community system,Ground water,Murray,CHATSWORTH,25,5,11,4
GA0810003,DNR-GA VETERANS MEMORIAL PARK,Transient non-community system,Ground water,Crisp,CORDELE,350,6,5,3
GA0810051,DNR-GA VETERANS PK GOLF COURSE,Transient non-community system,Ground water,Crisp,CORDELE,215,3,4,4
GA0690007,DNR-GENERAL COFFEE STATE PARK,Transient non-community system,Ground water,Coffee,NICHOLLS,400,7,9,3
GA1070038,DNR-GEORGE L SMITH II ST. PK. II,Transient non-community system,Ground water,Emanuel,,55,3,4,4
GA1070008,"DNR-GEORGE L SMITH, II ST. PK. MAIN PARK",Transient non-community system,Ground water,Emanuel,TWIN CITY,45,5,9,6
GA0610027,DNR-GEORGE T BAGBY GOLF COURSE,Transient non-community system,Ground water,Clay,FORT GAINES,112,5,6,4
GA1750124,DNR-GILLIS PUBLIC FISHING AREA,Transient non-community system,Ground water,Laurens,,150,3,5,3
GA3030008,DNR-HAMBURG STATE PARK,Transient non-community system,Ground water,Washington,,102,3,7,2
GA2110004,DNR-HARD LABOR CREEK STATE PK.,Transient non-community system,Ground water,Morgan,RUTLEDGE,150,5,6,4
GA2070002,DNR-HIGH FALLS STATE PARK DAY USE,Transient non-community system,Ground water,Monroe,,671,7,7,4
GA2070056,DNR-HIGH FALLS STATE PARK RIVER CAMP,Transient non-community system,Ground water,Monroe,,361,3,5,4
GA1270030,DNR-HOFWYL BROADFIELD PLANTATION,Transient non-community system,Ground water,Glynn,,67,3,4,1
GA0350047,DNR-INDIAN SPRINGS COTTAGE AR.,Transient non-community system,Ground water,Butts,,"1,000",3,5,5
GA0350049,DNR-INDIAN SPRINGS TENT CAMP,Transient non-community system,Ground water,Butts,FLOVILLA,"1,000",3,4,5
GA0350050,DNR-INDIAN SPRINGS VISITOR CTR,Transient non-community system,Ground water,Butts,FLOVILLA,"1,000",4,6,5
GA0990023,DNR-KOLOMOKI SP-DAY USE AREA,Transient non-community system,Ground water,Early,BLAKELY,200,3,1,3
GA0990022,DNR-KOLOMOKI SP-GROUP CAMP,Transient non-community system,Ground water,Early,BLAKELY,200,3,3,3
GA0990024,DNR-KOLOMOKI SP-MUSEUM,Transient non-community system,Ground water,Early,BLAKELY,200,3,1,3
GA0990004,DNR-KOLOMOKI SP-STAY USE,Transient non-community system,Ground water,Early,BLAKELY,200,3,3,4
GA2990052,DNR-L S WALKER SP GOLF COURSE,Transient non-community system,Ground water,Ware,WAYCROSS,75,3,6,4
GA2990013,DNR-LAURA S. WALKER STATE PARK,Transient non-community system,Ground water,Ware,,200,5,2,4
GA0850026,DNR-LEN FOOTE HIKE INN LODGE,Transient non-community system,Ground water,Dawson,,45,2,4,3
GA3090002,DNR-LITTLE OCMULGEE STATE PARK,Transient non-community system,Ground water,Wheeler,,50,4,2,3
GA1650012,DNR-MAGNOLIA COTTAGE 6&9,Transient non-community system,Ground water,Jenkins,MILLEN,120,3,0,1
GA1650011,DNR-MAGNOLIA COTTAGES AND CAMPGROUND,Transient non-community system,Ground water,Jenkins,MILLEN,89,3,0,1
GA1650005,DNR-MAGNOLIA SPRINGS STATE PK.,Transient non-community system,Ground water,Jenkins,MILLEN,300,11,22,9
GA0730009,DNR-MISTLETOE STATE PARK,Transient non-community system,Ground water,Columbia,APPLING,999,10,6,4
GA2410012,DNR-MOCCASIN CREEK STATE PARK,Transient non-community system,Ground water,Rabun,,400,5,2,5
GA0510087,DNR-OLD FORT JACKSON MUSEUM,Transient non-community system,Ground water,Chatham,SAVANNAH,100,3,13,4
GA2590004,DNR-PROVIDENCE CANYON ST. PARK,Transient non-community system,Ground water,Stewart,LUMPKIN,434,3,5,3
GA0750004,DNR-REED BINGHAM STATE PARK,Transient non-community system,Ground water,Cook,ADEL,727,11,11,3
GA1910080,DNR-REYNOLDS MANSION,Transient non-community system,Ground water,McIntosh,,30,3,3,6
GA1050037,DNR-RICHARD B. RUSSEL STATE PK,Transient non-community system,Ground water,Elbert,ELBERTON,306,7,4,4
GA2530002,DNR-SEMINOLE STATE PARK,Transient non-community system,Ground water,Seminole,DONALSONVILLE,505,5,7,5
GA0510088,DNR-SKIDAWAY ISLAND STATE PARK,Transient non-community system,Ground water,Chatham,SAVANNAH,347,5,7,2
GA0490003,DNR-STEPHEN C. FOSTER ST. PARK,Transient non-community system,Ground water,Charlton,,100,3,4,4
GA1190008,DNR-VICTORIA BRYANT STATE PARK,Transient non-community system,Ground water,Franklin,ROYSTON,68,7,2,4
GA2910002,DNR-VOGEL STATE PARK,Transient non-community system,Ground water,Union,BLAIRSVILLE,"1,096",3,1,3
GA1950057,DNR-WATSON BRIDGE SP-DAY USE,Transient non-community system,Ground water,Madison,COMER,27,3,3,3
GA0330060,DOGWOOD RV PARK,Transient non-community system,Ground water,Burke,WAYNESBORO,210,4,8,5
GA1310059,DOLLAR GENERAL,Transient non-community system,Ground water,Grady,CAIRO,25,3,0,1
GA2310032,DOLLAR GENERAL # 18738,Transient non-community system,Ground water,Pike,MEANSVILLE,259,3,0,2
GA2890033,DOLLAR GENERAL # 18965,Transient non-community system,Ground water,Twiggs,MACON,300,3,0,1
GA0290107,DOLLAR GENERAL # 22006 - BLITCHTON,Transient non-community system,Ground water,Bryan,,50,3,0,1
GA2990054,DOLLAR GENERAL #17552,Transient non-community system,Ground water,Ware,WAYCROSS,30,3,0,1
GA0390068,DOLLAR GENERAL #17570,Transient non-community system,Ground water,Camden,WAVERLY,30,3,0,1
GA0910034,DOLLAR GENERAL #17744,Transient non-community system,Ground water,Dodge,EASTMAN,30,3,0,1
GA0010047,DOLLAR GENERAL #17761,Transient non-community system,Ground water,Appling,BAXLEY,25,3,0,1
GA0310296,DOLLAR GENERAL #17862,Transient non-community system,Ground water,Bulloch,BROOKLET,25,3,0,1
GA0310298,DOLLAR GENERAL #17993,Transient non-community system,Ground water,Bulloch,STATESBORO,25,3,0,1
GA1850334,DOLLAR GENERAL #18760,Transient non-community system,Ground water,Lowndes,VALDOSTA,30,3,0,1
GA1830065,DOLLAR GENERAL #18895,Transient non-community system,Ground water,Long,,25,3,0,1
GA2070076,DOLLAR GENERAL #19356,Transient non-community system,Ground water,Monroe,JULIETTE,300,3,0,1
GA2290039,DOLLAR GENERAL #19359,Transient non-community system,Ground water,Pierce,BRISTOL,26,3,0,2
GA0250029,DOLLAR GENERAL #19363,Transient non-community system,Ground water,Brantley,HORTENSE,26,3,0,2
GA2670054,DOLLAR GENERAL #20135,Transient non-community system,Ground water,Tattnall,REIDSVILLE,30,3,0,1
GA0290106,DOLLAR GENERAL #20140- ELLABELL,Transient non-community system,Ground water,Bryan,ELLABELL,26,3,0,1
GA0690089,DOLLAR GENERAL #20437,Transient non-community system,Ground water,Coffee,DOUGLAS,30,3,0,1
GA1690054,DOLLAR GENERAL #20581,Transient non-community system,Ground water,Jones,GRAY,250,3,0,1
GA0310302,DOLLAR GENERAL #20718,Transient non-community system,Ground water,Bulloch,STATESBORO,30,3,0,2
GA0330071,DOLLAR GENERAL #21167,Transient non-community system,Ground water,Burke,WAYNESBORO,25,3,0,2
GA3110116,DOLLAR GENERAL #21347,Transient non-community system,Ground water,White,CLEVELAND,25,2,0,0
GA1030162,DOLLAR GENERAL #21352 CLYO,Transient non-community system,Ground water,Effingham,CLYO,30,3,0,2
GA0690090,DOLLAR GENERAL #21422 ESTLEE MERCER,Transient non-community system,Ground water,Coffee,DOUGLAS,30,3,0,1
GA2770142,DOLLAR GENERAL - CHULA #20112,Transient non-community system,Ground water,Tift,CHULA,30,5,0,1
GA0870079,DOLLAR GENERAL - CLIMAX #20946,Transient non-community system,Ground water,Decatur,CLIMAX,208,3,0,1
GA0850030,DOLLAR GENERAL - DAWSON,Transient non-community system,Ground water,Dawson,DAWSONVILLE,25,3,0,1
GA0990027,DOLLAR GENERAL - JAKIN #19505,Transient non-community system,Ground water,Early,JAKIN,30,3,0,1
GA1870105,"DOLLAR GENERAL - LUMPKIN, STORE 18549",Transient non-community system,Ground water,Lumpkin,DAHLONEGA,70,3,0,1
GA1550017,DOLLAR GENERAL - OCILLA # 119325,Transient non-community system,Ground water,Irwin,OCILLA,30,3,0,1
GA2050042,DOLLAR GENERAL - VADA #20897,Transient non-community system,Ground water,Mitchell,PELHAM,30,3,0,1
GA1790172,DOLLAR GENERAL STORE  # 20487,Transient non-community system,Ground water,Liberty,FLEMING,30,3,0,1
GA0330069,DOLLAR GENERAL STORE #18659,Transient non-community system,Ground water,Burke,WAYNESBORO,25,3,0,2
GA2090021,DOLLAR GENERAL STORE #20833,Transient non-community system,Ground water,Montgomery,HIGGSTON,100,3,0,1
GA1750132,DOLLAR GENERAL STORE #21690,Transient non-community system,Ground water,Laurens,EAST DUBLIN,400,3,0,2
GA1750131,DOLLAR GENERAL STORE #21717,Transient non-community system,Ground water,Laurens,DUBLIN,30,3,0,2
GA1950071,DOLLAR GENERAL STORE - #18583,Transient non-community system,Ground water,Madison,COLBERT,30,3,0,1
GA2370100,DOLLAR GENERAL STORE - 20113,Transient non-community system,Ground water,Putnam,EATONTON,30,3,0,1
GA0510236,DOT-REST AREA/WELCOME CTR. 112,Transient non-community system,Ground water,Chatham,GARDEN CITY,"4,500",5,16,2
GA1230070,DOUBLE KNOB,Transient non-community system,Ground water,Gilmer,,25,2,4,0
GA1750054,DUBLIN COUNTRY CLUB,Transient non-community system,Ground water,Laurens,DUBLIN,100,5,14,3
GA0870073,DUKES WATER SYSTEM,Transient non-community system,Ground water,Decatur,BAINBRIDGE,120,2,5,4
GA1330075,DURHAMTOWN PLANTATION,Transient non-community system,Ground water,Greene,,60,7,7,2
GA0330054,DYSON'S RV PARK,Transient non-community system,Ground water,Burke,,35,2,2,3
GA2770071,ECONOMY INN,Transient non-community system,Ground water,Tift,CHULA,100,3,13,3
GA1050021,ELBERT CO FISH & GAME CLUB,Transient non-community system,Ground water,Elbert,,140,7,4,2
GA3110113,ELOHEE RETREAT,Transient non-community system,Ground water,White,SAUTEE,76,3,0,1
GA2810040,ENCHANTED VALLEY RV RESORT LTD,Transient non-community system,Ground water,Towns,HIAWASSEE,315,3,11,2
GA2810008,ENOTA CAMP & RESORT,Transient non-community system,Ground water,Towns,HIAWASSEE,160,3,37,2
GA0390046,EPISCOPAL CONFERENCE CENTER,Transient non-community system,Ground water,Camden,WAVERLY,25,3,22,3
GA1870051,ETOWAH RIVER CAMPGROUND,Transient non-community system,Ground water,Lumpkin,DAHLONEGA,158,3,39,3
GA1090045,EVANS COUNTY PUBLIC FISHING AREA NO. 1,Transient non-community system,Ground water,Evans,DAISY,25,3,1,1
GA1090044,EVANS COUNTY PUBLIC FISHING AREA NO. 2,Transient non-community system,Ground water,Evans,DAISY,25,3,0,1
GA1870055,FOREST HILLS RESORT,Transient non-community system,Ground water,Lumpkin,DAHLONEGA,50,6,12,4
GA0510224,FORT PULASKI NATIONAL MONUMENT VIS CTR,Transient non-community system,Ground water,Chatham,SAVANNAH,912,5,2,3
GA1510024,FORTSON 4-H CENTER,Transient non-community system,Ground water,Henry,HAMPTON,350,5,22,3
GA2150011,FT BENNING - CARMOUCHEE RANGE,Transient non-community system,Ground water,Muscogee,FORT BENNING (U.S. ARMY),143,3,3,5
GA2370066,GA POWER-SKILLS DEV CENTER,Transient non-community system,Ground water,Putnam,,60,3,1,4
GA2990046,GA. LIONS CAMP FOR THE BLIND,Transient non-community system,Ground water,Ware,WAYCROSS,33,3,9,4
GA0570076,GARLAND MOUNTAIN SPORTING CLAYS,Transient non-community system,Ground water,Cherokee,WALESKA,25,3,2,1
GA0510258,GEORGIA ATLANTIC PORT,Transient non-community system,Ground water,Chatham,SAVANNAH,25,3,14,4
GA2570025,GEORGIA BAPTIST CONFERENCE CENTER,Transient non-community system,Ground water,Stephens,TOCCOA,79,5,13,4
GA2370042,GEORGIA POWER-LAWRENCE SHOALS,Transient non-community system,Ground water,Putnam,,136,7,2,4
GA1330040,GEORGIA POWER-OLD SALEM PUBLIC USE AREA,Transient non-community system,Ground water,Greene,,450,3,8,4
GA1330006,GEORGIA POWER-PARKS FERRY PUBLIC USEAREA,Transient non-community system,Ground water,Greene,,16,3,3,4
GA3110029,GEORGIA UNIT WBCCI,Transient non-community system,Ground water,White,HELEN,569,3,3,3
GA2510011,GEORGIA VISITOR CENTER,Transient non-community system,Ground water,Screven,SYLVANIA,990,3,7,4
GA0150101,GLADE MARINA OFFICE,Transient non-community system,Ground water,Bartow,,453,2,1,3
GA0150100,GLADE MARINA WELL #1,Transient non-community system,Ground water,Bartow,,50,2,5,4
GA1370061,GLEN-ELLA SPRINGS INN,Transient non-community system,Ground water,Habersham,CLARKESVILLE,65,2,3,3
GA2130036,GLOBAL CONFERENCE CENTER-YOUTH MINISTRY,Transient non-community system,Ground water,Murray,CHATSWORTH,100,6,13,4
GA0610028,GOPHER RIDGE TRAILER PARK,Transient non-community system,Ground water,Clay,,140,5,8,6
GA2450166,GORDON LAKES GOLF COURSE LT1,Transient non-community system,Ground water,Richmond,FORT GORDON (U.S. ARMY),30,3,1,2
GA2450167,GORDON LAKES GOLF COURSE LT2,Transient non-community system,Ground water,Richmond,FORT GORDON (U.S. ARMY),30,3,1,2
GA0330065,GREG'S RV PARK,Transient non-community system,Ground water,Burke,WAYNESBORO,75,3,3,2
GA1030145,GRIFFIN LAKES CAMPGROUND,Transient non-community system,Ground water,Effingham,,95,3,5,4
GA0530007,GRISWOLD RANGE,Transient non-community system,Ground water,Chattahoochee,,25,3,0,4
GA0790001,GSA-CAMP MARTHA JOHNSTON,Transient non-community system,Ground water,Crawford,,200,3,3,3
GA0510251,"GURUDEVDUTT18, LLC.",Transient non-community system,Ground water,Chatham,,250,3,4,3
GA0530005,HASTINGS RANGE,Transient non-community system,Ground water,Chattahoochee,,106,3,5,6
GA0330067,HAWKINS RV PARK,Transient non-community system,Ground water,Burke,GIRARD,80,3,0,1
GA1230088,HEARTCHAN,Transient non-community system,Ground water,Gilmer,ELLIJAY,80,6,1,2
GA2450029,HERITAGE RV PARK,Transient non-community system,Ground water,Richmond,AUGUSTA,231,6,18,3
GA2810039,HIAWASSEE MOUNTAIN VILLAGE,Transient non-community system,Ground water,Towns,HIAWASSEE,86,3,16,3
GA0230028,HILLSIDE BLUEGRASS RV PARK,Transient non-community system,Ground water,Bleckley,,40,3,4,3
GA2850137,HOGANSVILLE- LAKE JIMMY JACKSON REC AREA,Transient non-community system,Ground water,Troup,HOGANSVILLE,120,3,3,3
GA1790147,HOLBROOK POND CAMPGROUND,Transient non-community system,Ground water,Liberty,,25,3,2,4
GA0150056,HOLIDAY MARINA,Transient non-community system,Ground water,Bartow,,50,3,38,6
GA2510027,HOLIDAY MOTEL,Transient non-community system,Ground water,Screven,,100,3,20,6
GA1230064,HOLLOWAY MOUNTAIN,Transient non-community system,Ground water,Gilmer,,65,2,5,0
GA0910008,HUDSON HILL MINISTRY AT JAYBIRD SPRINGS,Transient non-community system,Ground water,Dodge,CHAUNCEY,52,5,36,8
GA2250039,HUFF WATER SYSTEM,Transient non-community system,Ground water,Peach,BYRON,50,3,0,1
GA1910075,HUGGIN OAKS MOBILE HOME PARK,Transient non-community system,Ground water,McIntosh,,41,2,13,4
GA0510240,ISLANDS EXPRESSWAY REC. PARK,Transient non-community system,Ground water,Chatham,SAVANNAH,50,3,3,4
GA1010006,J.B.G. WATER SYSTEM,Transient non-community system,Ground water,Echols,,70,4,1,6
GA1050040,JABEZ VILLAGE,Transient non-community system,Ground water,Elbert,,26,4,1,0
GA1850242,JACK'S CHOPHOUSE,Transient non-community system,Ground water,Lowndes,VALDOSTA,100,3,16,3
GA0390024,JACKSONVILLE NORTH KOA RV CAMPGROUND,Transient non-community system,Ground water,Camden,KINGSLAND,100,3,35,5
GA1750061,JACK`S PLACE,Transient non-community system,Ground water,Laurens,EAST DUBLIN,201,3,7,2
GA3050056,JAYCEE FAIRGROUNDS & MARINA,Transient non-community system,Ground water,Wayne,SCREVEN,175,3,8,4
GA1270147,JEKYLL CAUSEWAY,Transient non-community system,Ground water,Glynn,JEKYLL ISLAND,150,3,2,2
GA3110110,JERICHO HOUSE,Transient non-community system,Ground water,White,,25,3,0,2
GA1750120,JET FOOD STORE #53,Transient non-community system,Ground water,Laurens,,100,3,12,2
GA2610052,JIMMY CARTER`S BOYHOOD HOME AND FARM,Transient non-community system,Ground water,Sumter,,50,3,7,4
GA0330052,JOHNS RV PARK,Transient non-community system,Ground water,Burke,,40,3,0,2
GA1690040,JONES CO.-LAKE JONESCO GOLF COURSE,Transient non-community system,Ground water,Jones,GRAY,75,3,17,3
GA0290044,K.O.A.,Transient non-community system,Ground water,Bryan,,260,5,3,3
GA2910011,KENNEDY CREEK RESORT,Transient non-community system,Ground water,Union,SUCHES,30,2,13,3
GA0330021,KENNEDY`S PARK & APARTMENTS,Transient non-community system,Ground water,Burke,,31,3,10,5
GA1270019,KING AND PRINCE HOTEL,Transient non-community system,Ground water,Glynn,SAINT SIMONS ISLAND,300,5,6,3
GA0290095,KINGS FERRY RV RESORT,Transient non-community system,Ground water,Bryan,,109,5,3,3
GA0710102,KNIGHT HOUSING DEVELOPMENT,Transient non-community system,Ground water,Colquitt,MOULTRIE,50,3,1,1
GA2610024,KOINONIA PARTNERS MAIN FARM,Transient non-community system,Ground water,Sumter,AMERICUS,14,5,37,5
GA0330072,KOUNTRY PEACH RV PARK WATER SYSTEM,Transient non-community system,Ground water,Burke,WAYNESBORO,25,3,0,0
GA2070054,L & D CAMPGROUND,Transient non-community system,Ground water,Monroe,FORSYTH,83,3,9,3
GA1070040,L/B CENTER WATER SYSTEM,Transient non-community system,Ground water,Emanuel,OAK PARK,25,3,1,2
GA2410102,LAKE BURTON CAFE,Transient non-community system,Ground water,Rabun,CLAYTON,50,2,25,5
GA3050072,LAKE GRACE REC. AREA #2,Transient non-community system,Ground water,Wayne,SCREVEN,25,3,5,4
GA3050054,LAKE GRACE RECREATION AREA #1,Transient non-community system,Ground water,Wayne,SCREVEN,25,3,1,4
GA2410129,LAKE RABUN HOTEL,Transient non-community system,Ground water,Rabun,,75,3,13,3
GA0810063,LAKESIDE SUBDIVISION,Transient non-community system,Ground water,Crisp,,42,3,5,3
GA2530043,LAKEVIEW DRIVE SUBDIVISION,Transient non-community system,Ground water,Seminole,DONALSONVILLE,57,2,1,2
GA2410041,"LAPRADES, INC.",Transient non-community system,Ground water,Rabun,,75,2,35,3
GA2930050,LAWHORN CANOE TRAINING CENTER,Transient non-community system,Ground water,Upson,,25,3,14,4
GA2770136,LEWIS TAYLOR FARMS MLC,Transient non-community system,Ground water,Tift,,350,3,2,3
GA0530010,LEYTE FIELD,Transient non-community system,Ground water,Muscogee,COLUMBUS,380,3,0,2
GA1870054,LIFE TEEN AT HIDDEN LAKE WATER SYSTEM,Transient non-community system,Ground water,Lumpkin,DAHLONEGA,55,4,6,5
GA1870104,LIMELIGHT INN,Transient non-community system,Ground water,Lumpkin,DAHLONEGA,38,3,0,1
GA1810021,LINCOLN  COUNTY - BROAD RIVER CAMPGROUND,Transient non-community system,Ground water,Lincoln,,50,2,3,4
GA1810023,LINCOLN COUNTY  HESTERS FERRY CAMPGROUND,Transient non-community system,Ground water,Lincoln,,26,2,2,4
GA1810028,LINCOLN COUNTY - CLAY HILL CAMP AREA,Transient non-community system,Ground water,Lincoln,,30,2,5,3
GA0510215,LOVE`S FISHING CAMP RESTAURANT,Transient non-community system,Ground water,Chatham,,229,2,7,4
